Hazard Unique Identifier,Region,Hazard Event,Quarter,Year,Duration,Fatalities,Injuries,Property Damage,Hazard Event (Grouped)
2516,2,Hail,3,2011,1,0,0,8428,Hail
2517,3,Severe Storm/Thunder Storm/ Wind,2,2011,1,0,0,8427,Storms
2518,4,Severe Storm/Thunder Storm/ Wind,3,2011,1,0,0,8392,Storms
2519,3,Severe Storm/Thunder Storm/ Wind,2,2011,1,0,0,8274,Storms
2520,3,Severe Storm/Thunder Storm/ Wind,2,2011,1,0,0,7988,Storms
2521,3,Severe Storm/Thunder Storm/ Wind,2,2011,1,0,0,7981,Storms
2522,5,Severe Storm/Thunder Storm/ Wind,2,2011,1,0,0,7979,Storms
2523,2,Hail,3,2011,1,0,0,7968,Hail
2524,4,Wind,4,2011,1,0,0,7550,Wind
2525,2,Hail,2,2011,1,0,0,7350,Hail
2526,3,Severe Storm/Thunder Storm/ Wind,2,2011,1,0,0,7293,Storms
2527,3,Severe Storm/Thunder Storm/ Wind,2,2011,1,0,0,7236,Storms
2528,2,Hail,3,2011,1,0,0,4272,Hail
2529,2,Coastal,3,2011,1,24,0,0,Coastal
2530,3,Lightning,2,2011,1,0,63,0,Lightning
2531,3,Hail,2,2011,1,0,0,0,Hail
2532,2,Coastal,2,2011,1,12,0,0,Coastal
2533,5,Hail,2,2011,1,0,0,0,Hail
2534,3,Hail,2,2011,1,0,0,0,Hail
2535,2,Coastal,2,2011,1,0,12,0,Coastal
2536,1,Severe Storm/Thunder Storm/ Wind,2,2011,1,0,12,0,Storms
2537,5,Lightning,3,2012,1,0,0,20329397,Lightning
2538,5,Hail,2,2012,1,0,0,1307980,Hail
2539,3,Lightning,2,2012,1,0,0,790777,Lightning
2540,5,Lightning,2,2012,1,0,0,508658,Lightning
2541,3,Tornado,1,2012,1,0,0,501810,Storms
2542,4,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,390831,Storms
2543,6,Hail,3,2012,1,0,0,348522,Hail
2544,1,Wind,2,2012,1,0,0,339771,Wind
2545,4,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,319829,Storms
2546,4,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,315137,Storms
2547,4,Tornado,2,2012,1,0,0,314313,Storms
2548,3,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,306133,Storms
2549,6,Hail,3,2012,1,0,0,296020,Hail
2550,6,Hail,3,2012,1,0,0,290281,Hail
2551,4,Hail,2,2012,1,0,0,226509,Hail
2552,3,Severe Storm/Thunder Storm/ Wind,1,2012,1,0,0,200191,Storms
2553,4,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,177764,Storms
2554,2,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,161230,Storms
2555,3,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,156792,Storms
2556,4,Tornado,2,2012,1,0,0,156522,Storms
2557,5,Tornado,1,2012,1,0,0,152559,Storms
2558,3,Flooding,2,2012,1,0,0,150498,Flooding
2559,3,Flooding,2,2012,1,0,0,145664,Flooding
2560,6,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,133029,Storms
2561,6,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,127640,Storms
2562,4,Severe Storm/Thunder Storm/ Wind,1,2012,1,0,0,122821,Storms
2563,3,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,119029,Storms
2564,3,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,93704,Storms
2565,5,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,91897,Storms
2566,5,Hail,3,2012,1,0,0,83460,Hail
2567,3,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,82747,Storms
2568,4,Hail,2,2012,1,0,0,82739,Hail
2569,3,Hail,3,2012,1,0,0,82493,Hail
2570,3,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,78578,Storms
2571,3,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,77349,Storms
2572,3,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,76525,Storms
2573,3,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,69602,Storms
2574,3,Severe Storm/Thunder Storm/ Wind,1,2012,1,0,0,69083,Storms
2575,3,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,68924,Storms
2576,3,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,68867,Storms
2577,3,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,68683,Storms
2578,4,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,67751,Storms
2579,5,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,67510,Storms
2580,6,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,64181,Storms
2581,4,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,63965,Storms
2582,3,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,63205,Storms
2583,3,Flooding,3,2012,1,0,0,63154,Flooding
2584,3,Flooding,3,2012,1,0,0,62450,Flooding
2585,4,Severe Storm/Thunder Storm/ Wind,1,2012,1,0,0,62057,Storms
2586,4,Severe Storm/Thunder Storm/ Wind,2,2012,1,11,0,59502,Storms
2587,5,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,58233,Storms
2588,4,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,57752,Storms
2589,4,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,57517,Storms
2590,3,Severe Storm/Thunder Storm/ Wind,1,2012,1,0,0,51517,Storms
2591,4,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,50604,Storms
2592,2,Hail,2,2012,1,0,0,50490,Hail
2593,3,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,50242,Storms
2594,5,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,49924,Storms
2595,4,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,49577,Storms
2596,5,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,47598,Storms
2597,3,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,47403,Storms
2598,3,Flooding,3,2012,1,0,0,46614,Flooding
2599,2,Hail,4,2012,1,0,0,46462,Hail
2600,4,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,45767,Storms
2601,5,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,44507,Storms
2602,4,Severe Storm/Thunder Storm/ Wind,1,2012,1,0,0,43718,Storms
2603,3,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,43109,Storms
2604,5,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,34627,Storms
2605,2,Hail,4,2012,1,0,0,34468,Hail
2606,3,Severe Storm/Thunder Storm/ Wind,1,2012,1,0,0,34294,Storms
2607,3,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,34170,Storms
2608,6,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,34107,Storms
2609,3,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,32918,Storms
2610,3,Flooding,3,2012,1,0,0,32899,Flooding
2611,3,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,32464,Storms
2612,2,Hail,4,2012,1,0,0,32192,Hail
2613,2,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,31872,Storms
2614,4,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,31849,Storms
2615,3,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,31738,Storms
2616,2,Hail,4,2012,1,0,0,31510,Hail
2617,2,Hail,4,2012,1,0,0,30749,Hail
2618,5,Severe Storm/Thunder Storm/ Wind,4,2012,1,0,0,30657,Storms
2619,2,Hail,2,2012,1,0,0,29164,Hail
2620,3,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,29135,Storms
2621,6,Severe Storm/Thunder Storm/ Wind,1,2012,1,0,0,29094,Storms
2622,3,Flooding,2,2012,1,0,0,29056,Flooding
2623,3,Flooding,3,2012,1,0,0,28812,Flooding
2624,4,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,28673,Storms
2625,3,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,28593,Storms
2626,2,Hail,3,2012,1,0,0,25191,Hail
2627,2,Hail,4,2012,1,0,0,22673,Hail
2628,2,Hail,3,2012,1,0,0,21004,Hail
2629,2,Hail,2,2012,1,0,0,17310,Hail
2630,2,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,17302,Storms
2631,3,Flooding,3,2012,1,0,0,17155,Flooding
2632,2,Hail,2,2012,1,0,0,17140,Hail
2633,2,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,17082,Storms
2634,2,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,16641,Storms
2635,2,Hail,1,2012,1,0,0,16560,Hail
2636,2,Hail,2,2012,1,0,0,16245,Hail
2637,2,Hail,2,2012,1,0,0,16173,Hail
2638,2,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,16008,Storms
2639,2,Hail,2,2012,1,0,0,15905,Hail
2640,2,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,15839,Storms
2641,3,Flooding,3,2012,1,0,0,15672,Flooding
2642,3,Flooding,2,2012,1,0,0,15371,Flooding
2643,2,Lightning,3,2012,1,0,0,15333,Lightning
2644,2,Hail,2,2012,1,0,0,15059,Hail
2645,2,Hail,1,2012,1,0,0,14786,Hail
2646,2,Hail,2,2012,1,0,0,14721,Hail
2647,2,Severe Storm/Thunder Storm/ Wind,1,2012,1,0,0,14487,Storms
2648,3,Severe Storm/Thunder Storm/ Wind,2,2012,1,0,0,14423,Storms
2649,2,Hail,2,2012,1,0,0,8266,Hail
2650,4,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,8102,Storms
2651,2,Hail,1,2012,1,0,0,8006,Hail
2652,2,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,7767,Storms
2653,2,Hail,1,2012,1,0,0,7619,Hail
2654,2,Hail,3,2012,1,0,0,7489,Hail
2655,2,Hail,2,2012,1,0,0,7388,Hail
2656,2,Hail,1,2012,1,0,0,4240,Hail
2657,2,Hail,4,2012,1,0,0,4133,Hail
2658,2,Hail,2,2012,1,0,0,3993,Hail
2659,2,Hail,3,2012,1,0,0,3792,Hail
2660,5,Hail,2,2012,1,0,0,0,Hail
2661,2,Lightning,3,2012,1,0,13,0,Lightning
2662,2,Wildfire,1,2013,1,0,0,177745305,Wildfire
2663,3,Severe Storm/Thunder Storm - Wind,3,2013,1,0,0,13384699,Storms
2664,1,Flooding,3,2013,1,0,0,8238284,Flooding
2665,4,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,6480361,Storms
2666,4,Tornado,2,2013,1,0,0,4881972,Storms
2667,2,Tornado,2,2013,1,0,0,581895,Storms
2668,1,Flooding,2,2013,1,0,0,429192,Flooding
2669,3,Flooding,3,2013,1,0,0,377746,Flooding
2670,2,Lightning,3,2013,1,0,0,303121,Lightning
2671,3,Flooding,3,2013,1,0,0,296977,Flooding
2672,2,Tornado,2,2013,1,0,0,224773,Storms
2673,5,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,205632,Storms
2674,6,Flooding,2,2013,2,0,0,197357,Flooding
2675,3,Flooding,3,2013,1,0,0,184954,Flooding
2676,3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,173943,Storms
2677,5,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,170868,Storms
2678,3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,168411,Storms
2679,3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,167650,Storms
2680,5,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,164131,Storms
2681,3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,150514,Storms
2682,6,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,149056,Storms
2683,3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,148739,Storms
2684,4,Flooding,3,2013,1,0,0,138812,Flooding
2685,3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,128984,Storms
2686,5,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,121806,Storms
2687,3,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,121210,Storms
2688,4,Hail,2,2013,1,0,0,117710,Hail
2689,6,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,116036,Storms
2690,4,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,115034,Storms
2691,3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,114628,Storms
2692,2,Severe Storm/Thunder Storm - Wind,4,2013,1,0,0,102797,Storms
2693,5,Severe Storm/Thunder Storm - Wind,2,2013,1,0,0,98906,Storms
2694,5,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,93723,Storms
2695,1,Tornado,2,2013,1,0,0,83817,Storms
2696,4,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,78316,Storms
2697,6,Severe Storm/Thunder Storm - Wind,2,2013,1,0,0,69691,Storms
2698,6,Flooding,2,2013,1,0,0,67890,Flooding
2699,5,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,67529,Storms
2700,3,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,67085,Storms
2701,5,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,66603,Storms
2702,5,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,62976,Storms
2703,4,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,61074,Storms
2704,4,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,57771,Storms
2705,5,Severe Storm/Thunder Storm - Wind,2,2013,1,0,0,57536,Storms
2706,3,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,52126,Storms
2707,6,Severe Storm/Thunder Storm - Wind,2,2013,1,0,0,52069,Storms
2708,4,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,50618,Storms
2709,3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,49976,Storms
2710,3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,49429,Storms
2711,2,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,47998,Storms
2712,6,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,46571,Storms
2713,4,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,46452,Storms
2714,6,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,45572,Storms
2715,4,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,44859,Storms
2716,5,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,44816,Storms
2717,3,Flooding,2,2013,3,0,0,44712,Flooding
2718,4,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,43080,Storms
2719,2,Severe Storm/Thunder Storm - Wind,3,2013,1,0,0,36675,Storms
2720,3,Flooding,3,2013,1,0,0,34306,Flooding
2721,4,Flooding,3,2013,1,0,0,34078,Flooding
2722,3,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,33764,Storms
2723,3,Severe Storm/Thunder Storm,3,2013,1,0,0,33644,Storms
2724,3,Flooding,3,2013,1,0,0,33580,Flooding
2725,4,Flooding,2,2013,1,0,0,33523,Flooding
2726,3,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,33498,Storms
2727,4,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,33216,Storms
2728,3,Flooding,2,2013,1,0,0,32816,Flooding
2729,3,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,32160,Storms
2730,3,Flooding,3,2013,1,0,0,31535,Flooding
2731,3,Flooding,3,2013,1,0,0,31101,Flooding
2732,4,Flooding,3,2013,1,0,0,30898,Flooding
2733,6,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,30813,Storms
2734,4,Severe Storm/Thunder Storm - Wind,2,2013,1,0,0,29766,Storms
2735,3,Flooding,3,2013,1,0,0,29237,Flooding
2736,2,Severe Storm/Thunder Storm - Wind,3,2013,1,0,0,29037,Storms
2737,3,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,28850,Storms
2738,2,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,17407,Storms
2739,2,Wind,1,2013,1,0,0,16923,Wind
2740,3,Flooding,2,2013,7,0,0,16687,Flooding
2741,2,Severe Storm/Thunder Storm - Wind,4,2013,1,0,0,16578,Storms
2742,2,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,16422,Storms
2743,3,Flooding,2,2013,1,0,0,16097,Flooding
2744,4,Flooding,2,2013,1,0,0,14791,Flooding
2745,4,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,14661,Storms
2746,4,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,14621,Storms
2747,2,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,14493,Storms
2748,2,Severe Storm/Thunder Storm - Wind,3,2013,1,0,0,14472,Storms
2749,4,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,8310,Storms
2750,3,Severe Storm/Thunder Storm - Wind,2,2013,1,0,0,7750,Storms
2751,2,Coastal,3,2013,1,12,0,0,Coastal
2752,2,Coastal,3,2013,1,22,0,0,Coastal
2753,2,Hurricane/Tropical Storm,2,2013,1,11,0,0,Storms
2754,2,Coastal,3,2013,1,12,0,0,Coastal
2755,1,Flooding,3,2014,2,22,0,22598611,Flooding
2756,1,Flooding,3,2014,2,0,0,3169448,Flooding
2757,1,Flooding,3,2014,1,0,0,835241,Flooding
2758,2,Lightning,2,2014,1,0,0,693937,Lightning
2759,3,Flooding,3,2014,1,0,0,513909,Flooding
2760,2,Severe Storm/Thunder Storm/ Wind,3,2014,1,0,77,424199,Storms
2761,1,Lightning,2,2014,1,0,0,357224,Lightning
2762,1,Flooding,3,2014,1,0,0,340944,Flooding
2763,4,Wind,4,2014,1,0,0,290871,Wind
2764,3,Flooding,3,2014,1,0,0,215336,Flooding
2765,6,Severe Storm/Thunder Storm/ Wind,4,2014,1,0,0,209588,Storms
2766,4,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,187047,Storms
2767,1,Flooding,3,2014,1,0,0,147391,Flooding
2768,4,Severe Storm/Thunder Storm/ Wind,1,2014,1,0,0,138102,Storms
2769,5,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,127957,Storms
2770,3,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,117877,Storms
2771,5,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,101370,Storms
2772,2,Severe Storm/Thunder Storm/ Wind,3,2014,1,0,0,96243,Storms
2773,4,Tornado,3,2014,1,0,0,91564,Storms
2774,3,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,91431,Storms
2775,6,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,89918,Storms
2776,1,Flooding,3,2014,1,0,0,86393,Flooding
2777,4,Severe Storm/Thunder Storm/ Wind,3,2014,1,0,0,67916,Storms
2778,3,Severe Storm/Thunder Storm/ Wind,4,2014,1,0,0,67326,Storms
2779,3,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,67161,Storms
2780,3,Flooding,3,2014,1,0,0,63870,Flooding
2781,3,Severe Storm/Thunder Storm/ Wind,3,2014,1,0,0,63414,Storms
2782,5,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,59134,Storms
2783,4,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,57726,Storms
2784,3,Severe Storm/Thunder Storm/ Wind,3,2014,1,0,0,48725,Storms
2785,3,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,47984,Storms
2786,3,Severe Storm/Thunder Storm/ Wind,4,2014,1,0,0,47023,Storms
2787,2,Severe Storm/Thunder Storm/ Wind,3,2014,1,0,0,46837,Storms
2788,3,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,46062,Storms
2789,3,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,45144,Storms
2790,3,Flooding,2,2014,1,0,0,34861,Flooding
2791,2,Hail,2,2014,1,0,0,34503,Hail
2792,2,Hail,2,2014,1,0,0,34446,Hail
2793,2,Hail,2,2014,1,0,0,34430,Hail
2794,2,Hail,2,2014,1,0,0,34249,Hail
2795,2,Hail,2,2014,1,0,0,33729,Hail
2796,3,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,33593,Storms
2797,6,Severe Storm/Thunder Storm/ Wind,3,2014,1,0,0,32151,Storms
2798,2,Hail,2,2014,1,0,0,31494,Hail
2799,2,Hail,2,2014,1,0,0,31463,Hail
2800,2,Hail,2,2014,1,0,0,31203,Hail
2801,3,Flooding,3,2014,1,0,0,30901,Flooding
2802,2,Hail,2,2014,1,0,0,30797,Hail
2803,3,Flooding,2,2014,1,0,0,30683,Flooding
2804,2,Hail,2,2014,1,0,0,30673,Hail
2805,3,Severe Storm/Thunder Storm/ Wind,4,2014,1,0,0,29554,Storms
2806,4,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,29506,Storms
2807,2,Hail,2,2014,1,0,0,29123,Hail
2808,3,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,28780,Storms
2809,3,Flooding,3,2014,1,0,0,28676,Flooding
2810,5,Severe Storm/Thunder Storm/ Wind,1,2014,1,0,0,28597,Storms
2811,2,Severe Storm/Thunder Storm/ Wind,3,2014,1,0,0,23619,Storms
2812,1,Tornado,4,2014,1,0,0,17348,Storms
2813,2,Hail,3,2014,1,0,0,17286,Hail
2814,2,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,17177,Storms
2815,2,Severe Storm/Thunder Storm/ Wind,3,2014,1,0,0,16644,Storms
2816,2,Hail,2,2014,1,0,0,16275,Hail
2817,2,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,16048,Storms
2818,2,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,15985,Storms
2819,2,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,15967,Storms
2820,2,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,15885,Storms
2821,3,Severe Storm/Thunder Storm,3,2014,1,0,0,15469,Storms
2822,2,Hail,3,2014,1,0,0,15152,Hail
2823,2,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,15011,Storms
2824,2,Hail,2,2014,1,0,0,14907,Hail
2825,2,Hail,2,2014,1,0,0,14869,Hail
2826,3,Severe Storm/Thunder Storm,3,2014,1,0,0,14693,Storms
2827,2,Hail,3,2014,1,0,0,14604,Hail
2828,3,Flooding,1,2014,1,0,0,14460,Flooding
2829,2,Severe Storm/Thunder Storm/ Wind,2,2014,1,0,0,14273,Storms
2830,2,Hail,3,2014,1,0,0,11749,Hail
2831,2,Hail,2,2014,1,0,0,8379,Hail
2832,3,Severe Storm/Thunder Storm/ Wind,3,2014,1,0,0,8333,Storms
2833,2,Hail,2,2014,1,0,0,8165,Hail
2834,2,Hail,2,2014,1,0,0,8113,Hail
2835,2,Hail,2,2014,1,0,0,7804,Hail
2836,2,Hail,2,2014,1,0,0,7664,Hail
2837,2,Hail,2,2014,1,0,0,7417,Hail
2838,2,Hail,3,2014,1,0,0,4272,Hail
2839,2,Hail,2,2014,1,0,0,3996,Hail
2840,2,Hail,3,2014,1,0,0,3990,Hail
2841,2,Hail,3,2014,1,0,0,3989,Hail
2842,2,Hail,3,2014,1,0,0,3845,Hail
2843,2,Hail,3,2014,1,0,0,3631,Hail
2844,2,Hail,3,2014,1,0,0,3626,Hail
2845,2,Hail,2,2014,1,0,0,3442,Hail
2846,2,Hail,2,2014,1,0,0,3162,Hail
2847,2,Hail,2,2014,1,0,0,2874,Hail
2848,2,Hail,2,2014,1,0,0,1537,Hail
2849,2,Hail,3,2014,1,0,0,1463,Hail
2850,5,Winter Weather,1,2014,2,0,11,0,Winter Weather
2851,2,Coastal,3,2014,1,12,0,0,Coastal
2852,4,Flooding,4,2015,2,0,0,305816784,Flooding
2853,2,Flooding,4,2015,16,0,0,158393184,Flooding
2854,3,Flooding,4,2015,1,21,216,142858224,Flooding
2855,3,Flooding,4,2015,1,0,0,72903348,Flooding
2856,3,Flooding,4,2015,1,0,0,28917218,Flooding
2857,3,Flooding,4,2015,1,0,0,28803084,Flooding
2858,3,Flooding,4,2015,1,0,0,17265998,Flooding
2859,3,Flooding,4,2015,1,0,0,16803120,Flooding
2860,3,Flooding,4,2015,1,0,0,16324389,Flooding
2861,3,Flooding,4,2015,1,0,0,14900880,Flooding
2862,3,Flooding,4,2015,1,0,0,14450683,Flooding
2863,3,Flooding,4,2015,1,13,13,13855916,Flooding
2864,3,Flooding,4,2015,1,0,0,12933963,Flooding
2865,3,Flooding,4,2015,1,0,0,12506593,Flooding
2866,3,Flooding,4,2015,1,0,0,8277121,Flooding
2867,4,Flooding,4,2015,1,0,0,8239869,Flooding
2868,4,Flooding,4,2015,1,0,0,7771443,Flooding
2869,3,Flooding,4,2015,1,0,0,7513848,Flooding
2870,3,Flooding,4,2015,1,0,0,4921570,Flooding
2871,3,Flooding,4,2015,1,0,0,4176209,Flooding
2872,2,Flooding,4,2015,1,0,0,4031163,Flooding
2873,2,Flooding,4,2015,1,0,0,3661812,Flooding
2874,2,Flooding,4,2015,1,0,0,3374573,Flooding
2875,3,Severe Storm/Thunder Storm/ Wind,3,2015,1,0,0,3316602,Storms
2876,3,Flooding,2,2015,1,0,0,1942567,Flooding
2877,3,Flooding,4,2015,1,26,65,1743561,Flooding
2878,4,Flooding,4,2015,2,0,0,1722795,Flooding
2879,3,Flooding,4,2015,1,12,12,1689664,Flooding
2880,1,Severe Storm/Thunder Storm/ Wind,3,2015,1,0,0,1593601,Storms
2881,3,Flooding,4,2015,1,0,0,1478516,Flooding
2882,2,Flooding,4,2015,1,0,0,1306006,Flooding
2883,2,Flooding,4,2015,1,0,0,1281871,Flooding
2884,3,Flooding,3,2015,1,0,0,927884,Flooding
2885,2,Flooding,4,2015,1,0,0,900900,Flooding
2886,2,Flooding,4,2015,1,0,0,868134,Flooding
2887,2,Flooding,4,2015,1,0,0,858861,Flooding
2888,2,Flooding,4,2015,1,0,0,839284,Flooding
2889,5,Severe Storm/Thunder Storm/ Wind,2,2015,1,0,0,769113,Storms
2890,2,Flooding,4,2015,1,0,0,687731,Flooding
2891,2,Flooding,4,2015,1,0,0,647142,Flooding
2892,2,Severe Storm/Thunder Storm/ Wind,3,2015,1,0,0,522196,Storms
2893,3,Severe Storm/Thunder Storm/ Wind,3,2015,1,0,0,518740,Storms
2894,3,Flooding,3,2015,1,0,0,477589,Flooding
2895,2,Flooding,4,2015,1,0,0,369827,Flooding
2896,3,Flooding,4,2015,1,13,13,344590,Flooding
2897,3,Flooding,4,2015,1,12,12,332765,Flooding
2898,1,Wind,1,2015,2,0,0,294625,Wind
2899,3,Flooding,3,2015,2,0,0,285136,Flooding
2900,3,Severe Storm/Thunder Storm/ Wind,2,2015,1,0,0,272695,Storms
2901,3,Flooding,3,2015,1,0,0,270320,Flooding
2902,3,Flooding,3,2015,1,0,0,268558,Flooding
2903,3,Flooding,4,2015,1,0,0,260059,Flooding
2904,3,Flooding,4,2015,1,12,12,257087,Flooding
2905,3,Flooding,3,2015,1,0,0,237374,Flooding
2906,3,Flooding,3,2015,1,0,0,223836,Flooding
2907,4,Flooding,4,2015,1,0,0,222482,Flooding
2908,3,Flooding,3,2015,1,0,0,206678,Flooding
2909,4,Severe Storm/Thunder Storm/ Wind,2,2015,1,0,0,182748,Storms
2910,4,Severe Storm/Thunder Storm/ Wind,3,2015,1,0,0,179286,Storms
2911,3,Severe Storm/Thunder Storm/ Wind,3,2015,1,0,0,173500,Storms
2912,2,Flooding,4,2015,1,0,0,172469,Flooding
