Region,Hazard Event,Quarter,Year,Duration,Fatalities,Injuries,Property Damage,Hazard Event Grouped
3,Wind,2,1986,1,0,0,7181,Wind
3,Wind,2,1986,1,0,0,861,Wind
3,Hail,3,1986,1,0,0,861,Hail
5,Wind,3,1986,1,0,0,857,Wind
1,Hail,2,1986,1,0,0,840,Hail
3,Wind,3,1986,1,0,0,839,Wind
1,Wind,3,1986,1,0,0,838,Wind
1,Winter Weather,4,1986,1,0,0,823,Winter Weather
1,Wind,2,1986,1,0,0,811,Wind
4,Wind,2,1986,1,0,0,802,Wind
5,Hail,2,1986,1,0,0,801,Hail
5,Severe Storm/Thunder Storm/ Wind,3,1986,1,0,0,800,Storms
1,Hail,2,1986,1,0,0,759,Hail
3,Flooding,3,1986,1,0,0,741,Flooding
3,Wind,3,1986,1,0,0,729,Wind
1,Wind,2,1986,1,0,0,714,Wind
1,Winter Weather,1,1986,1,0,0,101,Winter Weather
2,Hurricane/Tropical Storm,3,1986,1,0,0,68,Storms
2,Heat,3,1986,1,12,0,0,Drought/Heat
3,Heat,3,1986,1,11,0,0,Drought/Heat
6,Drought,2,1986,30,0,0,0,Drought/Heat
1,Drought,2,1986,30,0,0,0,Drought/Heat
2,Drought,2,1986,30,0,0,0,Drought/Heat
4,Drought,2,1986,30,0,0,0,Drought/Heat
3,Drought,2,1986,30,0,0,0,Drought/Heat
5,Drought,2,1986,30,0,0,0,Drought/Heat
4,Hail,2,1986,1,0,0,0,Hail
4,Lightning,2,1986,1,0,12,0,Lightning
4,Hail,2,1986,1,0,0,0,Hail
1,Hail,3,1986,1,0,0,0,Hail
6,Winter Weather,1,1986,2,0,0,0,Winter Weather
1,Winter Weather,1,1986,2,0,0,0,Winter Weather
2,Winter Weather,1,1986,2,0,0,0,Winter Weather
4,Winter Weather,1,1986,2,0,0,0,Winter Weather
3,Winter Weather,1,1986,2,0,0,0,Winter Weather
5,Winter Weather,1,1986,2,0,0,0,Winter Weather
6,Winter Weather,2,1986,2,0,0,0,Winter Weather
1,Winter Weather,2,1986,2,0,0,0,Winter Weather
2,Winter Weather,2,1986,2,0,0,0,Winter Weather
4,Winter Weather,2,1986,2,0,0,0,Winter Weather
3,Winter Weather,2,1986,2,0,0,0,Winter Weather
5,Winter Weather,2,1986,2,0,0,0,Winter Weather
6,Drought,2,1986,31,0,0,0,Drought/Heat
1,Drought,2,1986,31,0,0,0,Drought/Heat
2,Drought,2,1986,31,0,0,0,Drought/Heat
4,Drought,2,1986,31,0,0,0,Drought/Heat
3,Drought,2,1986,31,0,0,0,Drought/Heat
5,Drought,2,1986,31,0,0,0,Drought/Heat
2,Flooding,1,1987,1,0,0,73149054,Flooding
4,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,836668,Storms
2,Wind,2,1987,1,0,0,758835,Wind
4,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,11,756140,Storms
1,Lightning,2,1987,1,0,0,748135,Lightning
3,Tornado,3,1987,1,0,22,729984,Storms
2,Hail,2,1987,1,0,0,724515,Hail
4,Severe Storm/Thunder Storm,1,1987,15,0,0,722613,Storms
1,Winter Weather,1,1987,1,0,0,103652,Winter Weather
2,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,85680,Storms
4,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,85275,Storms
2,Lightning,2,1987,1,0,0,85172,Lightning
2,Flooding,2,1987,1,0,0,84308,Flooding
1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,83207,Storms
2,Lightning,3,1987,1,0,0,82913,Lightning
5,Lightning,3,1987,1,0,0,81550,Lightning
4,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,73,81201,Storms
2,Wind,1,1987,1,0,0,77857,Wind
1,Hail,2,1987,1,0,0,77341,Hail
3,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,76699,Storms
2,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,76533,Storms
2,Lightning,2,1987,1,0,0,74472,Lightning
1,Hail,2,1987,1,0,0,73664,Hail
6,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,73608,Storms
1,Hail,2,1987,1,0,0,72332,Hail
1,Winter Weather,1,1987,1,0,0,45274,Winter Weather
6,Winter Weather,1,1987,1,0,0,38808,Winter Weather
5,Winter Weather,1,1987,1,0,0,38369,Winter Weather
1,Winter Weather,2,1987,1,0,0,28300,Winter Weather
1,Wind,1,1987,1,0,0,11229,Wind
3,Lightning,3,1987,1,0,0,8710,Lightning
3,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,8489,Storms
1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,8486,Storms
5,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,8374,Storms
2,Flooding,1,1987,1,0,0,8367,Flooding
3,Hail,3,1987,1,0,0,8217,Hail
3,Lightning,2,1987,1,0,0,8179,Lightning
3,Flooding,1,1987,1,0,0,8129,Flooding
6,Hail,4,1987,1,0,0,8095,Hail
2,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,8068,Storms
1,Hail,2,1987,1,0,0,8045,Hail
2,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,7949,Storms
4,Hail,2,1987,1,0,0,7939,Hail
2,Severe Storm/Thunder Storm,2,1987,1,0,0,7882,Storms
2,Flooding,1,1987,1,0,0,7878,Flooding
2,Lightning,3,1987,1,0,0,7801,Lightning
1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,7745,Storms
5,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,7705,Storms
4,Hail,3,1987,1,0,0,7664,Hail
3,Hail,2,1987,1,0,0,7650,Hail
3,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,7465,Storms
1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,7437,Storms
3,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,7434,Storms
3,Lightning,2,1987,1,0,11,7394,Lightning
1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,7372,Storms
1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,7268,Storms
4,Hail,3,1987,1,0,0,7232,Hail
2,Lightning,3,1987,1,0,0,7185,Lightning
6,Winter Weather,1,1987,1,0,0,4566,Winter Weather
1,Winter Weather,1,1987,1,0,0,4268,Winter Weather
1,Winter Weather,1,1987,1,0,0,1236,Winter Weather
1,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,865,Storms
5,Hail,2,1987,1,0,0,851,Hail
4,Hail,3,1987,1,0,0,850,Hail
5,Lightning,3,1987,1,0,0,808,Lightning
4,Hail,2,1987,1,0,0,799,Hail
3,Hail,3,1987,1,0,0,790,Hail
1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,778,Storms
1,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,778,Storms
4,Hail,2,1987,1,0,0,761,Hail
3,Hail,2,1987,1,0,0,750,Hail
2,Hurricane/Tropical Storm,4,1987,2,0,0,77,Storms
1,Heat,3,1987,1,12,0,0,Drought/Heat
4,Lightning,3,1987,1,0,12,0,Lightning
4,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,0,Storms
6,Winter Weather,4,1987,31,0,0,0,Winter Weather
1,Winter Weather,4,1987,31,0,0,0,Winter Weather
2,Winter Weather,4,1987,31,0,0,0,Winter Weather
4,Winter Weather,4,1987,31,0,0,0,Winter Weather
3,Winter Weather,4,1987,31,0,0,0,Winter Weather
5,Winter Weather,4,1987,31,0,0,0,Winter Weather
6,Winter Weather,2,1987,1,0,0,0,Winter Weather
1,Winter Weather,2,1987,1,0,0,0,Winter Weather
2,Winter Weather,2,1987,1,0,0,0,Winter Weather
4,Winter Weather,2,1987,1,0,0,0,Winter Weather
3,Winter Weather,2,1987,1,0,0,0,Winter Weather
5,Winter Weather,2,1987,1,0,0,0,Winter Weather
2,Hurricane/Tropical Storm,3,1987,4,0,0,0,Storms
4,Hurricane/Tropical Storm,3,1987,4,0,0,0,Storms
3,Hurricane/Tropical Storm,3,1987,4,0,0,0,Storms
5,Hurricane/Tropical Storm,3,1987,4,0,0,0,Storms
1,Lightning,2,1988,1,0,0,7904599,Lightning
1,Lightning,3,1988,1,0,0,1383055,Lightning
3,Hail/ Severe Storm/Thunder Storm,3,1988,1,0,0,787765,Hail/Storms
2,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,23,765493,Storms
1,Severe Storm/Thunder Storm/ Wind,3,1988,1,0,0,725229,Storms
2,Winter Weather,1,1988,5,0,0,187044,Winter Weather
6,Winter Weather,1,1988,5,0,0,170710,Winter Weather
1,Winter Weather,1,1988,5,0,0,163870,Winter Weather
3,Winter Weather,1,1988,5,0,0,163698,Winter Weather
5,Winter Weather,1,1988,5,0,0,163095,Winter Weather
4,Winter Weather,1,1988,5,0,0,155118,Winter Weather
2,Winter Weather,1,1988,1,0,0,87098,Winter Weather
3,Lightning,2,1988,1,0,0,85101,Lightning
2,Lightning,2,1988,1,0,0,83960,Lightning
2,Hail/ Severe Storm/Thunder Storm,2,1988,1,0,0,82596,Hail/Storms
3,Lightning,2,1988,1,0,0,82398,Lightning
2,Lightning,2,1988,1,0,0,81582,Lightning
4,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,78388,Storms
2,Flooding,3,1988,1,0,0,77595,Flooding
4,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,77437,Storms
5,Hurricane/Tropical Storm,3,1988,1,0,0,25661,Storms
4,Hurricane/Tropical Storm,3,1988,1,0,0,24052,Storms
2,Hurricane/Tropical Storm,3,1988,1,0,0,23282,Storms
3,Hurricane/Tropical Storm,3,1988,1,0,0,22141,Storms
4,Drought,2,1988,30,0,0,18942,Drought/Heat
2,Drought,2,1988,30,0,0,18327,Drought/Heat
5,Drought,2,1988,30,0,0,17428,Drought/Heat
6,Drought,2,1988,30,0,0,17230,Drought/Heat
3,Drought,2,1988,30,0,0,16637,Drought/Heat
1,Drought,2,1988,30,0,0,15670,Drought/Heat
4,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,8707,Storms
3,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,8676,Storms
2,Severe Storm/Thunder Storm/ Wind,4,1988,1,0,0,8385,Storms
4,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,8199,Storms
2,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,8061,Storms
4,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,8056,Storms
4,Hail,2,1988,1,0,0,7932,Hail
5,Severe Storm/Thunder Storm/ Wind,3,1988,1,0,0,7699,Storms
3,Hail,2,1988,1,0,0,7599,Hail
1,Severe Storm/Thunder Storm/ Wind,3,1988,1,0,0,7572,Storms
2,Lightning,2,1988,1,0,0,7319,Lightning
2,Lightning,2,1988,1,0,0,7215,Lightning
3,Winter Weather,1,1988,1,0,0,3089,Winter Weather
4,Winter Weather,1,1988,1,0,0,3065,Winter Weather
2,Winter Weather,1,1988,1,0,0,2668,Winter Weather
5,Winter Weather,1,1988,1,0,0,2604,Winter Weather
1,Wind,4,1988,1,0,0,2475,Wind
5,Wind,4,1988,1,0,0,2439,Wind
2,Wind,4,1988,1,0,0,2423,Wind
6,Wind,4,1988,1,0,0,2379,Wind
6,Drought,3,1988,31,0,0,1862,Drought/Heat
1,Drought,3,1988,31,0,0,1859,Drought/Heat
3,Winter Weather,1,1988,4,0,0,1811,Winter Weather
5,Winter Weather,1,1988,4,0,0,1810,Winter Weather
3,Drought,3,1988,31,0,0,1805,Drought/Heat
4,Winter Weather,1,1988,4,0,0,1782,Winter Weather
6,Winter Weather,1,1988,4,0,0,1762,Winter Weather
5,Drought,3,1988,31,0,0,1736,Drought/Heat
2,Drought,3,1988,31,0,0,1730,Drought/Heat
2,Winter Weather,1,1988,4,0,0,1650,Winter Weather
4,Drought,3,1988,31,0,0,1647,Drought/Heat
1,Winter Weather,1,1988,4,0,0,1596,Winter Weather
3,Hail,2,1988,1,0,0,868,Hail
3,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,864,Storms
1,Severe Storm/Thunder Storm/ Wind,3,1988,1,0,0,862,Storms
5,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,857,Storms
2,Lightning,2,1988,1,0,0,817,Lightning
5,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,809,Storms
1,Lightning,2,1988,1,0,0,808,Lightning
3,Hail,2,1988,1,0,0,795,Hail
3,Hail,2,1988,1,0,0,784,Hail
1,Lightning,2,1988,1,0,0,767,Lightning
2,Flooding,3,1988,1,0,0,766,Flooding
1,Hail,2,1988,1,0,0,751,Hail
2,Severe Storm/Thunder Storm/ Wind,4,1988,1,0,0,746,Storms
1,Wind,4,1988,1,0,0,738,Wind
3,Hail,2,1988,1,0,0,733,Hail
3,Hail,2,1988,1,0,0,733,Hail
6,Drought,1,1988,28,0,0,182,Drought/Heat
4,Drought,1,1988,28,0,0,180,Drought/Heat
1,Wind,1,1988,1,0,0,180,Wind
5,Drought,1,1988,28,0,0,176,Drought/Heat
2,Drought,1,1988,28,0,0,170,Drought/Heat
3,Wind,1,1988,1,0,0,162,Wind
5,Wind,1,1988,1,0,0,159,Wind
1,Drought,1,1988,28,0,0,158,Drought/Heat
6,Wind,1,1988,1,0,0,158,Wind
2,Wind,1,1988,1,0,0,157,Wind
3,Drought,1,1988,28,0,0,151,Drought/Heat
4,Wind,1,1988,1,0,0,151,Wind
3,Hail,2,1988,1,0,0,51,Hail
6,Hail,2,1988,1,0,0,46,Hail
4,Hail,2,1988,1,0,0,43,Hail
6,Hail,2,1988,1,0,0,26,Hail
4,Hail,2,1988,1,0,0,24,Hail
3,Hail,2,1988,1,0,0,24,Hail
5,Hail,2,1988,1,0,0,23,Hail
6,Drought,3,1988,31,0,0,12,Drought/Heat
1,Drought,3,1988,31,0,0,12,Drought/Heat
3,Drought,3,1988,31,0,0,12,Drought/Heat
4,Drought,3,1988,31,0,0,11,Drought/Heat
1,Winter Weather,1,1988,1,12,0,0,Winter Weather
4,Heat,3,1988,1,12,0,0,Drought/Heat
6,Winter Weather,2,1988,1,0,0,0,Winter Weather
1,Winter Weather,2,1988,1,0,0,0,Winter Weather
3,Lightning,3,1988,1,0,13,0,Lightning
2,Lightning,3,1988,1,0,13,0,Lightning
2,Hurricane/Tropical Storm,3,1989,1,0,0,7877651400,Storms
5,Hurricane/Tropical Storm,3,1989,1,11,3831,3086384400,Storms
2,Hurricane/Tropical Storm,3,1989,1,0,0,743300280,Storms
4,Hurricane/Tropical Storm,3,1989,1,13,260,533869996,Storms
3,Hurricane/Tropical Storm,3,1989,1,11,358,426463185,Storms
3,Severe Storm/Thunder Storm/ Wind,2,1989,1,11,0,76993164,Storms
2,Winter Weather,4,1989,5,13,0,8641717,Winter Weather
1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8027452,Hail/Storms
4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,12,7997334,Storms
5,Tornado,3,1989,1,0,0,7661271,Storms
1,Winter Weather,1,1989,1,0,0,1036813,Winter Weather
1,Winter Weather,1,1989,3,0,0,900784,Winter Weather
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,864013,Storms
1,Lightning,3,1989,1,0,0,825175,Lightning
1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,802031,Hail/Storms
4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,797989,Storms
5,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,754079,Storms
4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,751543,Storms
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,743696,Storms
6,Winter Weather,4,1989,4,0,0,241013,Winter Weather
4,Winter Weather,4,1989,4,0,0,227407,Winter Weather
5,Winter Weather,4,1989,4,0,0,213977,Winter Weather
3,Winter Weather,4,1989,4,0,0,201736,Winter Weather
1,Winter Weather,4,1989,4,21,0,199138,Winter Weather
2,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,165177,Storms
3,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,161214,Storms
5,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,155888,Storms
4,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,148136,Storms
6,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,144237,Storms
2,Coastal,1,1989,1,0,0,86813,Coastal
2,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,86456,Storms
1,Hurricane/Tropical Storm,3,1989,1,0,0,84966,Storms
4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,84483,Storms
2,Wind,2,1989,1,0,0,84213,Wind
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,83769,Storms
6,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,25,82802,Storms
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,82366,Storms
3,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,82208,Storms
6,Lightning,3,1989,1,0,0,81431,Lightning
2,Flooding/ Lightning,3,1989,1,0,0,80940,Flooding
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,80861,Storms
5,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,79545,Storms
5,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,79283,Storms
3,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,78752,Storms
2,Wind,2,1989,1,0,0,77286,Wind
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,75606,Storms
2,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,45,75233,Storms
4,Lightning,2,1989,1,0,0,74773,Lightning
1,Severe Storm/Thunder Storm/ Wind,4,1989,1,0,0,74631,Storms
1,Flooding,3,1989,1,0,0,73458,Flooding
1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,72649,Hail/Storms
1,Flooding,3,1989,1,0,0,72618,Flooding
4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,72102,Storms
1,Winter Weather,2,1989,1,0,0,45069,Winter Weather
6,Winter Weather,2,1989,1,0,0,42083,Winter Weather
2,Wind,1,1989,1,0,0,18699,Wind
4,Winter Weather,1,1989,1,0,0,18616,Winter Weather
5,Wind,1,1989,1,0,0,17967,Wind
1,Wind,1,1989,1,0,0,17900,Wind
2,Winter Weather,1,1989,1,0,0,17213,Winter Weather
3,Winter Weather,1,1989,1,0,0,17182,Winter Weather
4,Wind,1,1989,1,0,0,16930,Wind
3,Wind,1,1989,1,0,0,16255,Wind
5,Winter Weather,1,1989,1,0,0,16104,Winter Weather
6,Wind,1,1989,1,0,0,15890,Wind
1,Winter Weather,1,1989,1,0,0,15756,Winter Weather
6,Winter Weather,1,1989,1,0,0,15665,Winter Weather
2,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8622,Storms
3,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,8588,Storms
5,Flooding,3,1989,1,0,0,8584,Flooding
5,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8570,Storms
4,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8488,Storms
1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8241,Hail/Storms
2,Winter Weather,1,1989,1,0,0,8221,Winter Weather
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,8194,Storms
1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1989,1,0,0,8113,Lightning/Storms
2,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,8054,Storms
1,Severe Storm/Thunder Storm/ Wind,3,1989,1,0,0,7962,Storms
4,Lightning,3,1989,1,0,0,7877,Lightning
1,Flooding,4,1989,1,0,0,7716,Flooding
3,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,7661,Storms
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,7615,Storms
6,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1989,1,0,0,7588,Lightning/Storms
5,Lightning,3,1989,1,0,0,7318,Lightning
1,Severe Storm/Thunder Storm/ Wind,2,1989,1,0,0,7172,Storms
4,Wind,1,1989,1,0,0,869,Wind
1,Wind,1,1989,1,0,0,830,Wind
2,Severe Storm/Thunder Storm/ Wind,1,1989,1,0,0,815,Storms
2,Wind,1,1989,1,0,0,779,Wind
2,Winter Weather,1,1989,1,0,0,771,Winter Weather
1,Winter Weather,1,1989,1,0,0,65,Winter Weather
1,Winter Weather,2,1989,1,0,0,0,Winter Weather
1,Heat,3,1989,1,11,0,0,Drought/Heat
3,Lightning,3,1989,1,10,0,0,Lightning
5,Winter Weather,4,1989,1,13,0,0,Winter Weather
2,Winter Weather,4,1989,1,12,0,0,Winter Weather
1,Winter Weather,4,1989,1,12,0,0,Winter Weather
3,Tornado,2,1989,1,0,0,0,Storms
1,Lightning,2,1989,1,0,12,0,Lightning
2,Winter Weather,4,1989,1,0,10,0,Winter Weather
2,Winter Weather,1,1989,1,0,0,0,Winter Weather
4,Flooding,4,1990,21,0,0,4679357,Flooding
6,Flooding,4,1990,21,0,0,4339585,Flooding
5,Flooding,4,1990,21,0,0,4305779,Flooding
6,Severe Storm/Thunder Storm/ Wind,1,1990,1,0,0,4095493,Storms
6,Flooding,4,1990,1,0,0,841582,Flooding
1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,840473,Hail/Storms
5,Flooding,4,1990,2,0,0,821846,Flooding
1,Tornado,1,1990,1,0,0,792996,Storms
1,Severe Storm/Thunder Storm/ Wind,2,1990,1,0,46,761847,Storms
1,Flooding,1,1990,1,0,0,740209,Flooding
4,Severe Storm/Thunder Storm,4,1990,1,0,0,739495,Storms
4,Lightning,2,1990,1,0,0,451544,Lightning
2,Lightning,3,1990,1,0,0,144300,Lightning
1,Severe Storm/Thunder Storm/ Wind,1,1990,1,0,0,85386,Storms
5,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,80100,Hail/Storms
1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,79172,Hail/Storms
2,Severe Storm/Thunder Storm/ Wind,2,1990,1,0,0,75812,Storms
2,Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,74773,Storms
1,Lightning,3,1990,1,0,13,8691,Lightning
1,Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,8672,Storms
1,Severe Storm/Thunder Storm/ Wind,1,1990,1,0,0,8636,Storms
1,Severe Storm/Thunder Storm/ Wind,2,1990,1,0,0,7434,Storms
4,Lightning,2,1990,1,0,0,7421,Lightning
1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,7403,Hail/Storms
4,Severe Storm/Thunder Storm/ Wind,2,1990,1,0,22,7333,Storms
3,Wind,1,1990,1,0,0,3967,Wind
1,Winter Weather,4,1990,2,0,0,944,Winter Weather
3,Heat,3,1990,1,12,0,0,Drought/Heat
2,Heat,2,1990,1,0,5,0,Drought/Heat
5,Heat,2,1990,1,0,5,0,Drought/Heat
6,Winter Weather,1,1990,1,0,0,0,Winter Weather
1,Winter Weather,1,1990,1,0,0,0,Winter Weather
2,Winter Weather,1,1990,1,0,0,0,Winter Weather
4,Winter Weather,1,1990,1,0,0,0,Winter Weather
3,Winter Weather,1,1990,1,0,0,0,Winter Weather
5,Winter Weather,1,1990,1,0,0,0,Winter Weather
3,Flooding,2,1991,1,0,0,5905504,Flooding
3,Lightning,3,1991,1,0,0,5801197,Lightning
1,Hail/ Severe Storm/Thunder Storm/ Wind,2,1991,1,12,0,1617696,Hail/Storms
2,Severe Storm/Thunder Storm/ Wind,1,1991,1,0,0,844753,Storms
1,Lightning,3,1991,1,0,0,842216,Lightning
1,Flooding,3,1991,1,0,0,729826,Flooding
6,Lightning,2,1991,1,0,0,444482,Lightning
2,Lightning,3,1991,1,0,0,324997,Lightning
5,Lightning,3,1991,1,0,0,293553,Lightning
1,Flooding,2,1991,1,0,0,86147,Flooding
1,Flooding/ Lightning,2,1991,1,0,0,79981,Flooding
5,Severe Storm/Thunder Storm/ Wind,2,1991,1,12,12,79640,Storms
1,Lightning/ Severe Storm/Thunder Storm/ Wind,2,1991,1,0,0,79347,Lightning/Storms
4,Severe Storm/Thunder Storm,2,1991,1,0,0,77064,Storms
1,Lightning/ Severe Storm/Thunder Storm/ Wind,2,1991,1,0,0,75732,Lightning/Storms
2,Flooding,3,1991,1,0,0,75725,Flooding
3,Severe Storm/Thunder Storm/ Wind,1,1991,1,0,0,74575,Storms
3,Lightning,2,1991,1,0,0,70707,Lightning
4,Lightning,3,1991,1,0,0,31228,Lightning
5,Lightning,3,1991,1,0,0,17326,Lightning
2,Wind,1,1991,1,0,0,7513,Wind
1,Flooding,2,1991,1,0,0,7277,Flooding
1,Severe Storm/Thunder Storm/ Wind,2,1991,1,0,0,722,Storms
1,Winter Weather,1,1991,1,12,0,0,Winter Weather
3,Winter Weather,1,1991,1,12,0,0,Winter Weather
3,Lightning,3,1991,1,12,12,0,Lightning
2,Coastal,3,1991,1,12,0,0,Coastal
3,Winter Weather,4,1991,1,12,0,0,Winter Weather
6,Tornado,4,1992,1,0,28,2099993,Storms
1,Hail,1,1992,1,0,0,833815,Hail
1,Severe Storm/Thunder Storm/ Wind,3,1992,1,0,0,760578,Storms
1,Severe Storm/Thunder Storm,2,1992,1,0,0,737197,Storms
5,Winter Weather,4,1992,2,0,0,301467,Winter Weather
6,Winter Weather,4,1992,2,0,0,279020,Winter Weather
1,Winter Weather,4,1992,2,0,0,271547,Winter Weather
1,Winter Weather,4,1992,1,0,0,98566,Winter Weather
5,Severe Storm/Thunder Storm/ Wind,1,1992,1,0,12,84641,Storms
1,Severe Storm/Thunder Storm,3,1992,1,0,0,84277,Storms
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1992,1,0,0,75415,Hail/Storms
1,Severe Storm/Thunder Storm,3,1992,1,0,0,73236,Storms
1,Severe Storm/Thunder Storm,3,1992,1,0,0,8363,Storms
1,Severe Storm/Thunder Storm/ Wind,1,1992,1,0,0,8021,Storms
1,Severe Storm/Thunder Storm,3,1992,1,0,0,766,Storms
6,Winter Weather,2,1992,1,0,0,0,Winter Weather
4,Lightning,2,1992,1,12,0,0,Lightning
6,Winter Weather,2,1992,1,0,0,0,Winter Weather
2,Wind/ Winter Weather,1,1993,1,0,3,130098949,Winter Weather
2,Drought/ Heat,3,1993,31,0,0,98937152,Drought/Heat
6,Drought/ Heat,3,1993,31,0,0,95598307,Drought/Heat
3,Drought/ Heat,3,1993,31,0,0,91558942,Drought/Heat
1,Drought/ Heat,3,1993,31,0,0,90630980,Drought/Heat
5,Drought/ Heat,3,1993,31,0,0,89584748,Drought/Heat
4,Drought/ Heat,3,1993,31,0,0,84389979,Drought/Heat
1,Lightning/ Severe Storm/Thunder Storm,3,1993,1,0,0,7700901,Lightning/Storms
1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1993,1,0,0,2919938,Hail/Storms
2,Flooding,2,1993,1,0,0,2831951,Flooding
4,Wind/ Winter Weather,1,1993,1,0,0,1070201,Winter Weather
3,Wind/ Winter Weather,1,1993,1,0,0,1019574,Winter Weather
1,Wind,1,1993,1,0,0,897812,Wind
1,Flooding,3,1993,1,0,0,826761,Flooding
5,Wind/ Winter Weather,1,1993,1,0,0,742983,Winter Weather
1,Winter Weather,1,1993,1,0,0,587592,Winter Weather
6,Winter Weather,1,1993,1,0,0,541395,Winter Weather
1,Flooding,1,1993,31,0,0,186338,Flooding
5,Flooding,1,1993,31,0,0,181755,Flooding
2,Flooding,1,1993,31,0,0,177292,Flooding
